"sampno","R0","gamma","lnlike"
187,3.21254674494267,0.0560273793106899,-148.102334102321
188,3.21254674494267,0.0560273793106899,-148.102334102321
189,3.21254674494267,0.0560273793106899,-148.102334102321
190,3.21254674494267,0.0560273793106899,-148.102334102321
191,3.21254674494267,0.0560273793106899,-148.102334102321
192,3.14713561227545,0.0560273793106899,-148.619348598682
193,3.14713561227545,0.0560273793106899,-148.619348598682
194,3.14713561227545,0.0560273793106899,-148.619348598682
195,3.14713561227545,0.0560273793106899,-148.619348598682
196,3.14713561227545,0.0560273793106899,-148.619348598682
197,3.14713561227545,0.0560273793106899,-148.619348598682
198,3.14713561227545,0.0560273793106899,-148.619348598682
199,3.14713561227545,0.0560273793106899,-148.619348598682
200,3.14713561227545,0.0560273793106899,-148.619348598682
201,3.14713561227545,0.0560273793106899,-148.619348598682
202,3.14713561227545,0.0560273793106899,-148.619348598682
203,3.14713561227545,0.0560273793106899,-148.619348598682
204,3.14713561227545,0.0560273793106899,-148.619348598682
205,3.14713561227545,0.0560273793106899,-148.619348598682
206,3.22416113766376,0.0560273793106899,-148.475159895275
207,3.22416113766376,0.0560273793106899,-148.475159895275
208,3.22416113766376,0.0560273793106899,-148.475159895275
209,3.22416113766376,0.0560273793106899,-148.475159895275
210,3.22416113766376,0.0560273793106899,-148.475159895275
211,3.22416113766376,0.0560273793106899,-148.475159895275
212,3.22416113766376,0.0560273793106899,-148.475159895275
213,3.22416113766376,0.0560273793106899,-148.475159895275
214,3.22416113766376,0.0560273793106899,-148.475159895275
215,3.22416113766376,0.0560273793106899,-148.475159895275
216,3.22416113766376,0.0560273793106899,-148.475159895275
217,3.22416113766376,0.0560273793106899,-148.475159895275
218,3.22416113766376,0.0560273793106899,-148.475159895275
219,3.22416113766376,0.0560273793106899,-148.475159895275
220,3.22416113766376,0.0560273793106899,-148.475159895275
221,3.22416113766376,0.0560273793106899,-148.475159895275
222,3.16621231238823,0.0560273793106899,-148.000431049429
223,3.16621231238823,0.0560273793106899,-148.000431049429
224,3.16621231238823,0.0560273793106899,-148.000431049429
225,3.16621231238823,0.0560273793106899,-148.000431049429
226,3.20665053203702,0.0560273793106899,-147.965598276442
227,3.20665053203702,0.0560273793106899,-147.965598276442
228,3.17358952502254,0.0560273793106899,-147.865789478688
229,3.17358952502254,0.0560273793106899,-147.865789478688
230,3.17358952502254,0.0560273793106899,-147.865789478688
231,3.17358952502254,0.0560273793106899,-147.865789478688
232,3.12311619564425,0.0560273793106899,-149.96318538978
233,3.12311619564425,0.0560273793106899,-149.96318538978
234,3.12311619564425,0.0560273793106899,-149.96318538978
235,3.12311619564425,0.0560273793106899,-149.96318538978
236,3.12311619564425,0.0560273793106899,-149.96318538978
237,3.12311619564425,0.0560273793106899,-149.96318538978
238,3.12311619564425,0.0560273793106899,-149.96318538978
239,3.12311619564425,0.0560273793106899,-149.96318538978
240,3.12311619564425,0.0560273793106899,-149.96318538978
241,3.12311619564425,0.0560273793106899,-149.96318538978
242,3.12311619564425,0.0560273793106899,-149.96318538978
243,3.12311619564425,0.0560273793106899,-149.96318538978
244,3.12311619564425,0.0560273793106899,-149.96318538978
245,3.12311619564425,0.0560273793106899,-149.96318538978
246,3.15941220237874,0.0560273793106899,-148.17605407222
247,3.15941220237874,0.0560273793106899,-148.17605407222
248,3.15941220237874,0.0560273793106899,-148.17605407222
249,3.15941220237874,0.0560273793106899,-148.17605407222
250,3.15941220237874,0.0560273793106899,-148.17605407222
251,3.15941220237874,0.0560273793106899,-148.17605407222
252,3.15941220237874,0.0560273793106899,-148.17605407222
253,3.15941220237874,0.0560273793106899,-148.17605407222
254,3.15941220237874,0.0560273793106899,-148.17605407222
255,3.15941220237874,0.0560273793106899,-148.17605407222
256,3.15941220237874,0.0560273793106899,-148.17605407222
257,3.15941220237874,0.0560273793106899,-148.17605407222
258,3.15941220237874,0.0560273793106899,-148.17605407222
259,3.15941220237874,0.0560273793106899,-148.17605407222
260,3.15941220237874,0.0560273793106899,-148.17605407222
261,3.15941220237874,0.0560273793106899,-148.17605407222
262,3.15941220237874,0.0560273793106899,-148.17605407222
263,3.15941220237874,0.0560273793106899,-148.17605407222
264,3.15941220237874,0.0560273793106899,-148.17605407222
265,3.15941220237874,0.0560273793106899,-148.17605407222
266,3.15941220237874,0.0560273793106899,-148.17605407222
267,3.15941220237874,0.0560273793106899,-148.17605407222
268,3.15941220237874,0.0560273793106899,-148.17605407222
269,3.15941220237874,0.0560273793106899,-148.17605407222
270,3.15941220237874,0.0560273793106899,-148.17605407222
271,3.15941220237874,0.0560273793106899,-148.17605407222
272,3.15941220237874,0.0560273793106899,-148.17605407222
273,3.15941220237874,0.0560273793106899,-148.17605407222
274,3.15941220237874,0.0560273793106899,-148.17605407222
275,3.15941220237874,0.0560273793106899,-148.17605407222
276,3.15941220237874,0.0560273793106899,-148.17605407222
277,3.15941220237874,0.0560273793106899,-148.17605407222
278,3.15941220237874,0.0560273793106899,-148.17605407222
279,3.15941220237874,0.0560273793106899,-148.17605407222
280,3.15941220237874,0.0560273793106899,-148.17605407222
281,3.15941220237874,0.0560273793106899,-148.17605407222
282,3.15941220237874,0.0560273793106899,-148.17605407222
283,3.15941220237874,0.0560273793106899,-148.17605407222
284,3.15941220237874,0.0560273793106899,-148.17605407222
285,3.15941220237874,0.0560273793106899,-148.17605407222
286,3.15941220237874,0.0560273793106899,-148.17605407222
287,3.15941220237874,0.0560273793106899,-148.17605407222
288,3.15941220237874,0.0560273793106899,-148.17605407222
289,3.15941220237874,0.0560273793106899,-148.17605407222
290,3.15941220237874,0.0560273793106899,-148.17605407222
291,3.15941220237874,0.0560273793106899,-148.17605407222
292,3.15941220237874,0.0560273793106899,-148.17605407222
293,3.15941220237874,0.0560273793106899,-148.17605407222
294,3.15941220237874,0.0560273793106899,-148.17605407222
295,3.15941220237874,0.0560273793106899,-148.17605407222
296,3.15941220237874,0.0560273793106899,-148.17605407222
297,3.15941220237874,0.0560273793106899,-148.17605407222
298,3.15941220237874,0.0560273793106899,-148.17605407222
299,3.15941220237874,0.0560273793106899,-148.17605407222
300,3.20451529920101,0.0560273793106899,-147.924866837207
301,3.20451529920101,0.0560273793106899,-147.924866837207
302,3.20451529920101,0.0560273793106899,-147.924866837207
303,3.20451529920101,0.0565626105340198,-148.015063302766
304,3.20451529920101,0.0565626105340198,-148.015063302766
305,3.20451529920101,0.0565626105340198,-148.015063302766
306,3.20451529920101,0.0565626105340198,-148.015063302766
307,3.20451529920101,0.0565626105340198,-148.015063302766
308,3.18265890728217,0.0565626105340198,-147.361716409981
309,3.18265890728217,0.0565626105340198,-147.361716409981
310,3.18265890728217,0.0565626105340198,-147.361716409981
311,3.18265890728217,0.0565626105340198,-147.361716409981
312,3.18265890728217,0.0565626105340198,-147.361716409981
313,3.18265890728217,0.0565626105340198,-147.361716409981
314,3.18265890728217,0.0565626105340198,-147.361716409981
315,3.18265890728217,0.0565626105340198,-147.361716409981
316,3.18265890728217,0.0565626105340198,-147.361716409981
317,3.18265890728217,0.0565626105340198,-147.361716409981
318,3.18265890728217,0.0565626105340198,-147.361716409981
319,3.18265890728217,0.0565626105340198,-147.361716409981
320,3.18265890728217,0.0565626105340198,-147.361716409981
321,3.18265890728217,0.0565626105340198,-147.361716409981
322,3.18265890728217,0.0565626105340198,-147.361716409981
323,3.18265890728217,0.0565626105340198,-147.361716409981
324,3.18265890728217,0.0565626105340198,-147.361716409981
325,3.18265890728217,0.0565626105340198,-147.361716409981
326,3.18265890728217,0.0565626105340198,-147.361716409981
327,3.18265890728217,0.0565626105340198,-147.361716409981
328,3.18265890728217,0.0565626105340198,-147.361716409981
329,3.18265890728217,0.0565626105340198,-147.361716409981
330,3.18265890728217,0.0565626105340198,-147.361716409981
331,3.18265890728217,0.0565626105340198,-147.361716409981
332,3.18265890728217,0.0565626105340198,-147.361716409981
333,3.18265890728217,0.0565626105340198,-147.361716409981
334,3.18265890728217,0.0565626105340198,-147.361716409981
335,3.18265890728217,0.0565626105340198,-147.361716409981
336,3.18265890728217,0.0565626105340198,-147.361716409981
337,3.18265890728217,0.0565626105340198,-147.361716409981
338,3.18265890728217,0.0565626105340198,-147.361716409981
339,3.18265890728217,0.0565626105340198,-147.361716409981
340,3.18265890728217,0.0565626105340198,-147.361716409981
341,3.18265890728217,0.0565626105340198,-147.361716409981
342,3.18265890728217,0.0565626105340198,-147.361716409981
343,3.18265890728217,0.0565626105340198,-147.361716409981
344,3.18265890728217,0.0565626105340198,-147.361716409981
345,3.18265890728217,0.0565626105340198,-147.361716409981
346,3.18265890728217,0.0565626105340198,-147.361716409981
347,3.18265890728217,0.0565626105340198,-147.361716409981
348,3.18265890728217,0.0565626105340198,-147.361716409981
349,3.18265890728217,0.057392731802538,-147.711476842386
350,3.18265890728217,0.057392731802538,-147.711476842386
351,3.18265890728217,0.057392731802538,-147.711476842386
352,3.18265890728217,0.057392731802538,-147.711476842386
353,3.18265890728217,0.0565715415915474,-147.359085409042
354,3.18265890728217,0.0565715415915474,-147.359085409042
355,3.18265890728217,0.0565715415915474,-147.359085409042
356,3.18265890728217,0.0565715415915474,-147.359085409042
357,3.18265890728217,0.0565715415915474,-147.359085409042
358,3.18265890728217,0.0565715415915474,-147.359085409042
359,3.18265890728217,0.0565715415915474,-147.359085409042
360,3.18265890728217,0.0565715415915474,-147.359085409042
361,3.18265890728217,0.0565715415915474,-147.359085409042
362,3.18265890728217,0.0565715415915474,-147.359085409042
363,3.18265890728217,0.0565715415915474,-147.359085409042
364,3.18265890728217,0.0565715415915474,-147.359085409042
365,3.18265890728217,0.0565715415915474,-147.359085409042
366,3.18265890728217,0.0565715415915474,-147.359085409042
367,3.18265890728217,0.0565715415915474,-147.359085409042
368,3.18265890728217,0.0565715415915474,-147.359085409042
369,3.18265890728217,0.0565715415915474,-147.359085409042
370,3.14632069724612,0.0565715415915474,-147.369565304169
371,3.14632069724612,0.0565715415915474,-147.369565304169
372,3.14632069724612,0.0565715415915474,-147.369565304169
373,3.14632069724612,0.0565715415915474,-147.369565304169
374,3.14632069724612,0.0565715415915474,-147.369565304169
375,3.14632069724612,0.0565715415915474,-147.369565304169
376,3.14632069724612,0.0565715415915474,-147.369565304169
377,3.14632069724612,0.0565715415915474,-147.369565304169
378,3.14632069724612,0.0565715415915474,-147.369565304169
379,3.14632069724612,0.0565715415915474,-147.369565304169
380,3.14632069724612,0.0565715415915474,-147.369565304169
381,3.14632069724612,0.0565715415915474,-147.369565304169
382,3.14632069724612,0.0565715415915474,-147.369565304169
383,3.14632069724612,0.0565715415915474,-147.369565304169
384,3.14632069724612,0.0565715415915474,-147.369565304169
385,3.14632069724612,0.0565715415915474,-147.369565304169
386,3.14632069724612,0.0565715415915474,-147.369565304169
387,3.14632069724612,0.0565715415915474,-147.369565304169
388,3.13654657504521,0.0565715415915474,-147.614693918605
389,3.13654657504521,0.0565715415915474,-147.614693918605
390,3.13654657504521,0.0565715415915474,-147.614693918605
391,3.13654657504521,0.0565715415915474,-147.614693918605
392,3.13654657504521,0.0565715415915474,-147.614693918605
393,3.13654657504521,0.0565715415915474,-147.614693918605
394,3.13654657504521,0.0565715415915474,-147.614693918605
395,3.13654657504521,0.0565715415915474,-147.614693918605
396,3.13654657504521,0.0565715415915474,-147.614693918605
397,3.13654657504521,0.0565715415915474,-147.614693918605
398,3.13654657504521,0.0565715415915474,-147.614693918605
399,3.13654657504521,0.0565715415915474,-147.614693918605
400,3.13654657504521,0.0565715415915474,-147.614693918605
401,3.13654657504521,0.0565715415915474,-147.614693918605
402,3.13654657504521,0.0565715415915474,-147.614693918605
403,3.13654657504521,0.0565715415915474,-147.614693918605
404,3.13654657504521,0.0565715415915474,-147.614693918605
405,3.13654657504521,0.0565715415915474,-147.614693918605
406,3.13654657504521,0.0565715415915474,-147.614693918605
407,3.13654657504521,0.0565715415915474,-147.614693918605
408,3.19965504657012,0.0565715415915474,-147.831121577435
409,3.19965504657012,0.0565715415915474,-147.831121577435
410,3.19965504657012,0.0565715415915474,-147.831121577435
411,3.19965504657012,0.0565715415915474,-147.831121577435
412,3.19965504657012,0.0565715415915474,-147.831121577435
413,3.19965504657012,0.0565715415915474,-147.831121577435
414,3.19965504657012,0.0565715415915474,-147.831121577435
415,3.19965504657012,0.0565715415915474,-147.831121577435
416,3.13204644711223,0.0565715415915474,-147.762678923793
417,3.13204644711223,0.0565715415915474,-147.762678923793
418,3.13204644711223,0.0565715415915474,-147.762678923793
419,3.13204644711223,0.0565715415915474,-147.762678923793
420,3.13204644711223,0.0565715415915474,-147.762678923793
421,3.13204644711223,0.0565715415915474,-147.762678923793
422,3.13204644711223,0.0565715415915474,-147.762678923793
423,3.13204644711223,0.0565715415915474,-147.762678923793
424,3.13502471584361,0.0565715415915474,-147.662251995394
425,3.13502471584361,0.0565715415915474,-147.662251995394
426,3.13502471584361,0.0565715415915474,-147.662251995394
427,3.13502471584361,0.0565715415915474,-147.662251995394
428,3.13502471584361,0.0565715415915474,-147.662251995394
429,3.13502471584361,0.0565715415915474,-147.662251995394
430,3.13502471584361,0.0565715415915474,-147.662251995394
431,3.13502471584361,0.0565715415915474,-147.662251995394
432,3.13502471584361,0.0565715415915474,-147.662251995394
433,3.13502471584361,0.0565715415915474,-147.662251995394
434,3.13502471584361,0.0565715415915474,-147.662251995394
435,3.13502471584361,0.0565715415915474,-147.662251995394
436,3.13502471584361,0.0565715415915474,-147.662251995394
437,3.13502471584361,0.0565715415915474,-147.662251995394
438,3.13502471584361,0.0565715415915474,-147.662251995394
439,3.13502471584361,0.0565715415915474,-147.662251995394
440,3.13502471584361,0.0565715415915474,-147.662251995394
441,3.13502471584361,0.0565715415915474,-147.662251995394
442,3.13502471584361,0.0565715415915474,-147.662251995394
443,3.13502471584361,0.0565715415915474,-147.662251995394
444,3.13502471584361,0.0565715415915474,-147.662251995394
445,3.13502471584361,0.0565715415915474,-147.662251995394
446,3.13502471584361,0.0565715415915474,-147.662251995394
447,3.13502471584361,0.0565715415915474,-147.662251995394
448,3.12089952528477,0.0565715415915474,-148.225416156017
449,3.12089952528477,0.0565715415915474,-148.225416156017
450,3.12089952528477,0.0565715415915474,-148.225416156017
451,3.12089952528477,0.0565715415915474,-148.225416156017
452,3.12089952528477,0.0565715415915474,-148.225416156017
453,3.12089952528477,0.0565715415915474,-148.225416156017
454,3.12089952528477,0.0565715415915474,-148.225416156017
455,3.12089952528477,0.0565715415915474,-148.225416156017
456,3.12089952528477,0.0565715415915474,-148.225416156017
457,3.12089952528477,0.0565715415915474,-148.225416156017
458,3.12089952528477,0.0565715415915474,-148.225416156017
459,3.12089952528477,0.0565715415915474,-148.225416156017
460,3.12089952528477,0.0565715415915474,-148.225416156017
461,3.12089952528477,0.0565715415915474,-148.225416156017
462,3.12089952528477,0.0565715415915474,-148.225416156017
463,3.12089952528477,0.0565715415915474,-148.225416156017
464,3.12089952528477,0.0565715415915474,-148.225416156017
465,3.12089952528477,0.0565715415915474,-148.225416156017
466,3.12089952528477,0.0565715415915474,-148.225416156017
467,3.12089952528477,0.0565715415915474,-148.225416156017
468,3.12089952528477,0.0565715415915474,-148.225416156017
469,3.12089952528477,0.0565715415915474,-148.225416156017
470,3.17289911541157,0.0565715415915474,-147.224155346347
471,3.17289911541157,0.0565715415915474,-147.224155346347
472,3.17289911541157,0.0565715415915474,-147.224155346347
473,3.17289911541157,0.0565715415915474,-147.224155346347
474,3.17289911541157,0.0565715415915474,-147.224155346347
475,3.17289911541157,0.0565715415915474,-147.224155346347
476,3.17289911541157,0.0565715415915474,-147.224155346347
477,3.17289911541157,0.0565715415915474,-147.224155346347
478,3.17289911541157,0.0565715415915474,-147.224155346347
479,3.17289911541157,0.0565715415915474,-147.224155346347
480,3.17289911541157,0.0565715415915474,-147.224155346347
481,3.17289911541157,0.0565715415915474,-147.224155346347
482,3.17289911541157,0.0565715415915474,-147.224155346347
483,3.17289911541157,0.0565715415915474,-147.224155346347
484,3.17289911541157,0.0565715415915474,-147.224155346347
485,3.17289911541157,0.0565715415915474,-147.224155346347
486,3.17289911541157,0.0565715415915474,-147.224155346347
487,3.17289911541157,0.0565715415915474,-147.224155346347
488,3.17289911541157,0.0565715415915474,-147.224155346347
489,3.17289911541157,0.0565715415915474,-147.224155346347
490,3.17289911541157,0.0565715415915474,-147.224155346347
491,3.17289911541157,0.0565715415915474,-147.224155346347
492,3.17289911541157,0.0565715415915474,-147.224155346347
493,3.17289911541157,0.0565715415915474,-147.224155346347
494,3.17289911541157,0.0565715415915474,-147.224155346347
495,3.17289911541157,0.0565715415915474,-147.224155346347
496,3.17289911541157,0.0565715415915474,-147.224155346347
497,3.17289911541157,0.0565715415915474,-147.224155346347
498,3.17289911541157,0.0565715415915474,-147.224155346347
499,3.17289911541157,0.0565715415915474,-147.224155346347
500,3.17289911541157,0.0565715415915474,-147.224155346347
501,3.17289911541157,0.0565715415915474,-147.224155346347
502,3.17626603119111,0.0565715415915474,-147.259390842662
503,3.17626603119111,0.0565715415915474,-147.259390842662
504,3.17626603119111,0.0565715415915474,-147.259390842662
505,3.17626603119111,0.0565023333609056,-147.302687925992
506,3.17756604445845,0.0565023333609056,-147.31557683092
507,3.17756604445845,0.0565023333609056,-147.31557683092
508,3.10920064405027,0.0565023333609056,-149.106420224908
509,3.10920064405027,0.058621157445012,-145.358342801964
510,3.10920064405027,0.058621157445012,-145.358342801964
511,3.10920064405027,0.058621157445012,-145.358342801964
512,3.10920064405027,0.058621157445012,-145.358342801964
513,3.10920064405027,0.058621157445012,-145.358342801964
514,3.10920064405027,0.058621157445012,-145.358342801964
515,3.10920064405027,0.058621157445012,-145.358342801964
516,3.10920064405027,0.058621157445012,-145.358342801964
517,3.10920064405027,0.0582563269374124,-145.458304736851
518,3.10920064405027,0.0582563269374124,-145.458304736851
519,3.10920064405027,0.0582563269374124,-145.458304736851
